test_name total_test_iteration time_per_op time_per_op_un size_per_op size_per_op_un allocs_per_op allocs_per_op_un flag1 flag2 exec_time num
BenchmarkHashMapGet 500000 2500 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.212s 100
BenchmarkHashMapGet 500000 2487 ns/op 255 B/op 4 allocs/op ok command-line-arguments 2.142s 100
BenchmarkHashMapGet 500000 2524 ns/op 255 B/op 4 allocs/op ok command-line-arguments 2.192s 100
BenchmarkHashMapGet 500000 2558 ns/op 252 B/op 4 allocs/op ok command-line-arguments 2.187s 100
BenchmarkHashMapGet 500000 2541 ns/op 259 B/op 4 allocs/op ok command-line-arguments 2.180s 100
BenchmarkHashMapGet 500000 2480 ns/op 256 B/op 4 allocs/op ok command-line-arguments 2.168s 100
BenchmarkHashMapGet 500000 2499 ns/op 250 B/op 4 allocs/op ok command-line-arguments 2.170s 100
BenchmarkHashMapGet 500000 2525 ns/op 253 B/op 4 allocs/op ok command-line-arguments 2.204s 100
BenchmarkHashMapGet 500000 2548 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.195s 100
BenchmarkHashMapGet 500000 2535 ns/op 250 B/op 4 allocs/op ok command-line-arguments 2.183s 100
BenchmarkHashMapGet 500000 2480 ns/op 258 B/op 4 allocs/op ok command-line-arguments 2.148s 100
BenchmarkHashMapGet 500000 2517 ns/op 253 B/op 4 allocs/op ok command-line-arguments 2.180s 100
BenchmarkHashMapGet 500000 2434 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.194s 100
BenchmarkHashMapGet 500000 2466 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.223s 100
BenchmarkHashMapGet 500000 2524 ns/op 253 B/op 4 allocs/op ok command-line-arguments 2.209s 100
BenchmarkHashMapGet 500000 2411 ns/op 255 B/op 4 allocs/op ok command-line-arguments 2.135s 100
BenchmarkHashMapGet 500000 2582 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.218s 100
BenchmarkHashMapGet 500000 2516 ns/op 253 B/op 4 allocs/op ok command-line-arguments 2.151s 100
BenchmarkHashMapGet 500000 2420 ns/op 252 B/op 4 allocs/op ok command-line-arguments 2.095s 100
BenchmarkHashMapGet 500000 2409 ns/op 253 B/op 4 allocs/op ok command-line-arguments 2.122s 100
BenchmarkHashMapGet 500000 2526 ns/op 247 B/op 4 allocs/op ok command-line-arguments 2.195s 100
BenchmarkHashMapGet 500000 2564 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.233s 100
BenchmarkHashMapGet 500000 2529 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.202s 100
BenchmarkHashMapGet 500000 2491 ns/op 253 B/op 4 allocs/op ok command-line-arguments 2.181s 100
BenchmarkHashMapGet 500000 2474 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.155s 100
BenchmarkHashMapGet 500000 2433 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.119s 100
BenchmarkHashMapGet 500000 2445 ns/op 257 B/op 4 allocs/op ok command-line-arguments 2.129s 100
BenchmarkHashMapGet 500000 2476 ns/op 253 B/op 4 allocs/op ok command-line-arguments 2.125s 100
BenchmarkHashMapGet 500000 2498 ns/op 252 B/op 4 allocs/op ok command-line-arguments 2.184s 100
BenchmarkHashMapGet 500000 2382 ns/op 252 B/op 4 allocs/op ok command-line-arguments 2.088s 100
BenchmarkHashMapGet 500000 2514 ns/op 259 B/op 5 allocs/op ok command-line-arguments 2.175s 1000
BenchmarkHashMapGet 500000 2500 ns/op 263 B/op 5 allocs/op ok command-line-arguments 2.169s 1000
BenchmarkHashMapGet 500000 2673 ns/op 266 B/op 5 allocs/op ok command-line-arguments 2.303s 1000
BenchmarkHashMapGet 500000 2622 ns/op 260 B/op 5 allocs/op ok command-line-arguments 2.275s 1000
BenchmarkHashMapGet 500000 2602 ns/op 260 B/op 5 allocs/op ok command-line-arguments 2.189s 1000
BenchmarkHashMapGet 500000 2528 ns/op 266 B/op 5 allocs/op ok command-line-arguments 2.222s 1000
BenchmarkHashMapGet 500000 2478 ns/op 257 B/op 5 allocs/op ok command-line-arguments 2.196s 1000
BenchmarkHashMapGet 500000 2614 ns/op 260 B/op 5 allocs/op ok command-line-arguments 2.304s 1000
BenchmarkHashMapGet 500000 2558 ns/op 257 B/op 5 allocs/op ok command-line-arguments 2.255s 1000
BenchmarkHashMapGet 500000 2601 ns/op 257 B/op 5 allocs/op ok command-line-arguments 2.282s 1000
BenchmarkHashMapGet 500000 2571 ns/op 263 B/op 5 allocs/op ok command-line-arguments 2.225s 1000
BenchmarkHashMapGet 500000 2588 ns/op 261 B/op 5 allocs/op ok command-line-arguments 2.276s 1000
BenchmarkHashMapGet 500000 2594 ns/op 261 B/op 5 allocs/op ok command-line-arguments 2.236s 1000
BenchmarkHashMapGet 500000 2535 ns/op 261 B/op 5 allocs/op ok command-line-arguments 2.219s 1000
BenchmarkHashMapGet 500000 2613 ns/op 262 B/op 5 allocs/op ok command-line-arguments 2.262s 1000
BenchmarkHashMapGet 500000 2631 ns/op 265 B/op 5 allocs/op ok command-line-arguments 2.270s 1000
BenchmarkHashMapGet 500000 2699 ns/op 262 B/op 5 allocs/op ok command-line-arguments 2.315s 1000
BenchmarkHashMapGet 500000 2649 ns/op 267 B/op 5 allocs/op ok command-line-arguments 2.303s 1000
BenchmarkHashMapGet 500000 2661 ns/op 263 B/op 5 allocs/op ok command-line-arguments 2.289s 1000
BenchmarkHashMapGet 500000 2544 ns/op 261 B/op 5 allocs/op ok command-line-arguments 2.194s 1000
BenchmarkHashMapGet 500000 2684 ns/op 263 B/op 5 allocs/op ok command-line-arguments 2.331s 1000
BenchmarkHashMapGet 500000 2609 ns/op 259 B/op 5 allocs/op ok command-line-arguments 2.221s 1000
BenchmarkHashMapGet 500000 2506 ns/op 260 B/op 5 allocs/op ok command-line-arguments 2.172s 1000
BenchmarkHashMapGet 500000 2550 ns/op 258 B/op 5 allocs/op ok command-line-arguments 2.215s 1000
BenchmarkHashMapGet 500000 2574 ns/op 258 B/op 5 allocs/op ok command-line-arguments 2.240s 1000
BenchmarkHashMapGet 500000 2598 ns/op 259 B/op 5 allocs/op ok command-line-arguments 2.234s 1000
BenchmarkHashMapGet 500000 2624 ns/op 261 B/op 5 allocs/op ok command-line-arguments 2.310s 1000
BenchmarkHashMapGet 500000 2612 ns/op 261 B/op 5 allocs/op ok command-line-arguments 2.307s 1000
BenchmarkHashMapGet 500000 2579 ns/op 257 B/op 5 allocs/op ok command-line-arguments 2.202s 1000
BenchmarkHashMapGet 500000 2515 ns/op 264 B/op 5 allocs/op ok command-line-arguments 2.230s 1000
BenchmarkHashMapGet 500000 2594 ns/op 263 B/op 5 allocs/op ok command-line-arguments 2.289s 1000
BenchmarkHashMapGet 500000 2694 ns/op 261 B/op 5 allocs/op ok command-line-arguments 2.307s 1000
BenchmarkHashMapGet 500000 2715 ns/op 260 B/op 5 allocs/op ok command-line-arguments 2.361s 1000
BenchmarkHashMapGet 500000 2599 ns/op 259 B/op 5 allocs/op ok command-line-arguments 2.279s 1000
BenchmarkHashMapGet 500000 2607 ns/op 258 B/op 5 allocs/op ok command-line-arguments 2.282s 1000
BenchmarkHashMapGet 500000 2532 ns/op 261 B/op 5 allocs/op ok command-line-arguments 2.224s 1000
BenchmarkHashMapGet 500000 2696 ns/op 265 B/op 5 allocs/op ok command-line-arguments 2.282s 1000
BenchmarkHashMapGet 500000 2575 ns/op 257 B/op 5 allocs/op ok command-line-arguments 2.281s 1000
BenchmarkHashMapGet 500000 2515 ns/op 263 B/op 5 allocs/op ok command-line-arguments 2.176s 1000
BenchmarkHashMapGet 500000 2568 ns/op 266 B/op 5 allocs/op ok command-line-arguments 2.218s 1000
BenchmarkHashMapGet 500000 2524 ns/op 259 B/op 5 allocs/op ok command-line-arguments 2.202s 1000
BenchmarkHashMapGet 500000 2476 ns/op 260 B/op 5 allocs/op ok command-line-arguments 2.141s 1000
BenchmarkHashMapGet 500000 2558 ns/op 262 B/op 5 allocs/op ok command-line-arguments 2.233s 1000
BenchmarkHashMapGet 500000 2688 ns/op 257 B/op 5 allocs/op ok command-line-arguments 2.271s 1000
BenchmarkHashMapGet 500000 2608 ns/op 260 B/op 5 allocs/op ok command-line-arguments 2.239s 1000
BenchmarkHashMapGet 500000 2503 ns/op 261 B/op 5 allocs/op ok command-line-arguments 2.231s 1000
BenchmarkHashMapGet 500000 2627 ns/op 261 B/op 5 allocs/op ok command-line-arguments 2.312s 1000
BenchmarkHashMapGet 500000 2579 ns/op 262 B/op 5 allocs/op ok command-line-arguments 2.274s 1000
BenchmarkHashMapGet 500000 2564 ns/op 262 B/op 5 allocs/op ok command-line-arguments 2.230s 1000
BenchmarkHashMapGet 500000 2680 ns/op 263 B/op 5 allocs/op ok command-line-arguments 2.315s 1000
BenchmarkHashMapGet 500000 2666 ns/op 261 B/op 5 allocs/op ok command-line-arguments 2.347s 1000
BenchmarkHashMapGet 500000 2673 ns/op 268 B/op 6 allocs/op ok command-line-arguments 2.389s 10000
BenchmarkHashMapGet 500000 2623 ns/op 263 B/op 6 allocs/op ok command-line-arguments 2.323s 10000
BenchmarkHashMapGet 500000 2639 ns/op 269 B/op 6 allocs/op ok command-line-arguments 2.326s 10000
BenchmarkHashMapGet 500000 2648 ns/op 265 B/op 6 allocs/op ok command-line-arguments 2.354s 10000
BenchmarkHashMapGet 500000 2520 ns/op 265 B/op 6 allocs/op ok command-line-arguments 2.284s 10000
BenchmarkHashMapGet 500000 2728 ns/op 272 B/op 6 allocs/op ok command-line-arguments 2.366s 10000
BenchmarkHashMapGet 500000 2612 ns/op 268 B/op 6 allocs/op ok command-line-arguments 2.326s 10000
BenchmarkHashMapGet 500000 2673 ns/op 273 B/op 6 allocs/op ok command-line-arguments 2.344s 10000
BenchmarkHashMapGet 500000 2712 ns/op 265 B/op 6 allocs/op ok command-line-arguments 2.342s 10000
BenchmarkHashMapGet 500000 2607 ns/op 267 B/op 6 allocs/op ok command-line-arguments 2.314s 10000
BenchmarkHashMapGet 500000 2711 ns/op 268 B/op 6 allocs/op ok command-line-arguments 2.397s 10000
BenchmarkHashMapGet 500000 2690 ns/op 271 B/op 6 allocs/op ok command-line-arguments 2.331s 10000
BenchmarkHashMapGet 500000 2568 ns/op 265 B/op 6 allocs/op ok command-line-arguments 2.300s 10000
BenchmarkHashMapGet 500000 2619 ns/op 272 B/op 6 allocs/op ok command-line-arguments 2.292s 10000
BenchmarkHashMapGet 500000 2525 ns/op 264 B/op 6 allocs/op ok command-line-arguments 2.268s 10000
BenchmarkHashMapGet 500000 2660 ns/op 263 B/op 6 allocs/op ok command-line-arguments 2.358s 10000
BenchmarkHashMapGet 500000 2598 ns/op 264 B/op 6 allocs/op ok command-line-arguments 2.276s 10000
BenchmarkHashMapGet 500000 2811 ns/op 269 B/op 6 allocs/op ok command-line-arguments 2.438s 10000
BenchmarkHashMapGet 500000 2658 ns/op 268 B/op 6 allocs/op ok command-line-arguments 2.333s 10000
BenchmarkHashMapGet 500000 2592 ns/op 273 B/op 6 allocs/op ok command-line-arguments 2.278s 10000
BenchmarkHashMapGet 500000 2637 ns/op 263 B/op 6 allocs/op ok command-line-arguments 2.303s 10000
BenchmarkHashMapGet 500000 2688 ns/op 275 B/op 6 allocs/op ok command-line-arguments 2.374s 10000
BenchmarkHashMapGet 500000 2614 ns/op 268 B/op 6 allocs/op ok command-line-arguments 2.300s 10000
BenchmarkHashMapGet 500000 2758 ns/op 270 B/op 6 allocs/op ok command-line-arguments 2.371s 10000
BenchmarkHashMapGet 500000 2775 ns/op 267 B/op 6 allocs/op ok command-line-arguments 2.407s 10000
BenchmarkHashMapGet 500000 2751 ns/op 265 B/op 6 allocs/op ok command-line-arguments 2.398s 10000
BenchmarkHashMapGet 500000 2676 ns/op 266 B/op 6 allocs/op ok command-line-arguments 2.338s 10000
BenchmarkHashMapGet 500000 2757 ns/op 265 B/op 6 allocs/op ok command-line-arguments 2.444s 10000
BenchmarkHashMapGet 500000 2651 ns/op 263 B/op 6 allocs/op ok command-line-arguments 2.376s 10000
BenchmarkHashMapGet 500000 2667 ns/op 263 B/op 6 allocs/op ok command-line-arguments 2.377s 10000
BenchmarkHashMapGet 500000 2641 ns/op 270 B/op 6 allocs/op ok command-line-arguments 2.315s 10000
BenchmarkHashMapGet 500000 2658 ns/op 269 B/op 6 allocs/op ok command-line-arguments 2.106s 10000
BenchmarkHashMapGet 500000 2630 ns/op 263 B/op 6 allocs/op ok command-line-arguments 2.324s 10000
BenchmarkHashMapGet 500000 2643 ns/op 266 B/op 6 allocs/op ok command-line-arguments 2.349s 10000
BenchmarkHashMapGet 500000 2599 ns/op 270 B/op 6 allocs/op ok command-line-arguments 2.303s 10000
BenchmarkHashMapGet 500000 2616 ns/op 267 B/op 6 allocs/op ok command-line-arguments 2.311s 10000
BenchmarkHashMapGet 500000 2615 ns/op 271 B/op 6 allocs/op ok command-line-arguments 2.312s 10000
BenchmarkHashMapGet 500000 2620 ns/op 266 B/op 6 allocs/op ok command-line-arguments 2.273s 10000
BenchmarkHashMapGet 500000 2656 ns/op 269 B/op 6 allocs/op ok command-line-arguments 2.321s 10000
BenchmarkHashMapGet 500000 2628 ns/op 268 B/op 6 allocs/op ok command-line-arguments 2.328s 10000
BenchmarkHashMapGet 500000 2645 ns/op 263 B/op 6 allocs/op ok command-line-arguments 2.324s 10000
BenchmarkHashMapGet 500000 2665 ns/op 268 B/op 6 allocs/op ok command-line-arguments 2.324s 10000
BenchmarkHashMapGet 500000 2683 ns/op 269 B/op 6 allocs/op ok command-line-arguments 2.377s 10000
BenchmarkHashMapGet 500000 2649 ns/op 268 B/op 6 allocs/op ok command-line-arguments 2.347s 10000
BenchmarkHashMapGet 500000 2629 ns/op 266 B/op 6 allocs/op ok command-line-arguments 2.377s 10000
BenchmarkHashMapGet 500000 2644 ns/op 268 B/op 6 allocs/op ok command-line-arguments 2.325s 10000
BenchmarkHashMapGet 500000 2640 ns/op 264 B/op 6 allocs/op ok command-line-arguments 2.336s 10000
BenchmarkHashMapGet 500000 2744 ns/op 272 B/op 6 allocs/op ok command-line-arguments 2.410s 10000
BenchmarkHashMapGet 500000 2692 ns/op 272 B/op 6 allocs/op ok command-line-arguments 2.327s 10000
BenchmarkHashMapGet 500000 2556 ns/op 267 B/op 6 allocs/op ok command-line-arguments 2.304s 10000
BenchmarkHashMapGet 500000 2699 ns/op 266 B/op 6 allocs/op ok command-line-arguments 2.395s 10000
BenchmarkHashMapGet 500000 3036 ns/op 330 B/op 8 allocs/op ok command-line-arguments 2.893s 100000
BenchmarkHashMapGet 500000 2854 ns/op 325 B/op 8 allocs/op ok command-line-arguments 3.116s 100000
BenchmarkHashMapGet 500000 2966 ns/op 320 B/op 8 allocs/op ok command-line-arguments 3.216s 100000
BenchmarkHashMapGet 500000 2938 ns/op 320 B/op 8 allocs/op ok command-line-arguments 3.194s 100000
BenchmarkHashMapGet 500000 2819 ns/op 324 B/op 8 allocs/op ok command-line-arguments 3.089s 100000
BenchmarkHashMapGet 500000 2781 ns/op 322 B/op 8 allocs/op ok command-line-arguments 3.057s 100000
BenchmarkHashMapGet 500000 2761 ns/op 320 B/op 8 allocs/op ok command-line-arguments 2.739s 100000
BenchmarkHashMapGet 500000 2788 ns/op 319 B/op 8 allocs/op ok command-line-arguments 3.086s 100000
BenchmarkHashMapGet 500000 2774 ns/op 323 B/op 8 allocs/op ok command-line-arguments 3.106s 100000
BenchmarkHashMapGet 500000 2793 ns/op 323 B/op 8 allocs/op ok command-line-arguments 3.054s 100000
BenchmarkHashMapGet 500000 2825 ns/op 318 B/op 8 allocs/op ok command-line-arguments 3.156s 100000
BenchmarkHashMapGet 500000 2909 ns/op 319 B/op 8 allocs/op ok command-line-arguments 3.140s 100000
BenchmarkHashMapGet 500000 2902 ns/op 322 B/op 8 allocs/op ok command-line-arguments 3.173s 100000
BenchmarkHashMapGet 500000 2807 ns/op 323 B/op 8 allocs/op ok command-line-arguments 3.134s 100000
BenchmarkHashMapGet 500000 2942 ns/op 324 B/op 8 allocs/op ok command-line-arguments 3.149s 100000
BenchmarkHashMapGet 500000 2824 ns/op 329 B/op 8 allocs/op ok command-line-arguments 3.119s 100000
BenchmarkHashMapGet 500000 2847 ns/op 322 B/op 8 allocs/op ok command-line-arguments 3.130s 100000
BenchmarkHashMapGet 500000 2743 ns/op 323 B/op 8 allocs/op ok command-line-arguments 3.037s 100000
BenchmarkHashMapGet 500000 2814 ns/op 327 B/op 8 allocs/op ok command-line-arguments 3.027s 100000
BenchmarkHashMapGet 500000 2782 ns/op 325 B/op 8 allocs/op ok command-line-arguments 3.056s 100000
BenchmarkHashMapGet 500000 2800 ns/op 322 B/op 8 allocs/op ok command-line-arguments 3.044s 100000
BenchmarkHashMapGet 500000 2945 ns/op 327 B/op 8 allocs/op ok command-line-arguments 3.117s 100000
BenchmarkHashMapGet 500000 2790 ns/op 319 B/op 8 allocs/op ok command-line-arguments 3.091s 100000
BenchmarkHashMapGet 500000 2763 ns/op 320 B/op 8 allocs/op ok command-line-arguments 3.063s 100000
BenchmarkHashMapGet 500000 2764 ns/op 322 B/op 8 allocs/op ok command-line-arguments 2.757s 100000
BenchmarkHashMapGet 500000 2871 ns/op 332 B/op 8 allocs/op ok command-line-arguments 2.804s 100000
BenchmarkHashMapGet 500000 2818 ns/op 325 B/op 8 allocs/op ok command-line-arguments 3.089s 100000
BenchmarkHashMapGet 500000 2811 ns/op 323 B/op 8 allocs/op ok command-line-arguments 3.068s 100000
BenchmarkHashMapGet 500000 2825 ns/op 320 B/op 8 allocs/op ok command-line-arguments 3.111s 100000
BenchmarkHashMapGet 500000 2872 ns/op 321 B/op 8 allocs/op ok command-line-arguments 3.083s 100000
BenchmarkHashMapGet 500000 2806 ns/op 318 B/op 8 allocs/op ok command-line-arguments 3.055s 100000
BenchmarkHashMapGet 500000 2823 ns/op 326 B/op 8 allocs/op ok command-line-arguments 3.089s 100000
BenchmarkHashMapGet 500000 2769 ns/op 329 B/op 8 allocs/op ok command-line-arguments 2.736s 100000
BenchmarkHashMapGet 500000 2785 ns/op 321 B/op 8 allocs/op ok command-line-arguments 3.007s 100000
BenchmarkHashMapGet 500000 2834 ns/op 329 B/op 8 allocs/op ok command-line-arguments 3.043s 100000
BenchmarkHashMapGet 500000 2916 ns/op 326 B/op 8 allocs/op ok command-line-arguments 3.114s 100000
BenchmarkHashMapGet 500000 2793 ns/op 325 B/op 8 allocs/op ok command-line-arguments 3.051s 100000
BenchmarkHashMapGet 500000 2817 ns/op 344 B/op 8 allocs/op ok command-line-arguments 2.251s 100000
BenchmarkHashMapGet 500000 2858 ns/op 322 B/op 8 allocs/op ok command-line-arguments 3.104s 100000
BenchmarkHashMapGet 500000 2937 ns/op 325 B/op 8 allocs/op ok command-line-arguments 3.244s 100000
BenchmarkHashMapGet 500000 2876 ns/op 319 B/op 8 allocs/op ok command-line-arguments 3.170s 100000
BenchmarkHashMapGet 500000 2780 ns/op 322 B/op 8 allocs/op ok command-line-arguments 3.056s 100000
BenchmarkHashMapGet 500000 2919 ns/op 325 B/op 8 allocs/op ok command-line-arguments 3.190s 100000
BenchmarkHashMapGet 500000 2855 ns/op 323 B/op 8 allocs/op ok command-line-arguments 3.103s 100000
BenchmarkHashMapGet 500000 2848 ns/op 322 B/op 8 allocs/op ok command-line-arguments 3.169s 100000
BenchmarkHashMapGet 500000 2874 ns/op 326 B/op 8 allocs/op ok command-line-arguments 3.119s 100000
BenchmarkHashMapGet 500000 2853 ns/op 329 B/op 8 allocs/op ok command-line-arguments 2.813s 100000
BenchmarkHashMapGet 500000 2817 ns/op 322 B/op 8 allocs/op ok command-line-arguments 3.061s 100000
BenchmarkHashMapGet 500000 2863 ns/op 325 B/op 8 allocs/op ok command-line-arguments 3.116s 100000
BenchmarkHashMapGet 500000 2817 ns/op 324 B/op 8 allocs/op ok command-line-arguments 3.118s 100000
BenchmarkHashMapGet 500000 2803 ns/op 322 B/op 8 allocs/op ok command-line-arguments 3.089s 100000
BenchmarkHashMapLSGet 500000 2486 ns/op 248 B/op 4 allocs/op ok command-line-arguments 2.188s 100
BenchmarkHashMapLSGet 500000 2524 ns/op 248 B/op 4 allocs/op ok command-line-arguments 2.230s 100
BenchmarkHashMapLSGet 500000 2534 ns/op 255 B/op 4 allocs/op ok command-line-arguments 2.230s 100
BenchmarkHashMapLSGet 500000 2653 ns/op 301 B/op 4 allocs/op ok command-line-arguments 1.382s 100
BenchmarkHashMapLSGet 500000 2404 ns/op 252 B/op 4 allocs/op ok command-line-arguments 2.118s 100
BenchmarkHashMapLSGet 500000 2479 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.129s 100
BenchmarkHashMapLSGet 500000 2525 ns/op 247 B/op 4 allocs/op ok command-line-arguments 2.180s 100
BenchmarkHashMapLSGet 500000 2563 ns/op 250 B/op 4 allocs/op ok command-line-arguments 2.228s 100
BenchmarkHashMapLSGet 500000 2484 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.172s 100
BenchmarkHashMapLSGet 500000 2473 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.147s 100
BenchmarkHashMapLSGet 500000 2557 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.204s 100
BenchmarkHashMapLSGet 500000 2516 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.205s 100
BenchmarkHashMapLSGet 500000 2480 ns/op 253 B/op 4 allocs/op ok command-line-arguments 2.153s 100
BenchmarkHashMapLSGet 500000 2459 ns/op 249 B/op 4 allocs/op ok command-line-arguments 2.137s 100
BenchmarkHashMapLSGet 500000 2404 ns/op 253 B/op 4 allocs/op ok command-line-arguments 2.138s 100
BenchmarkHashMapLSGet 500000 2445 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.116s 100
BenchmarkHashMapLSGet 500000 2417 ns/op 248 B/op 4 allocs/op ok command-line-arguments 2.112s 100
BenchmarkHashMapLSGet 500000 2524 ns/op 260 B/op 4 allocs/op ok command-line-arguments 2.189s 100
BenchmarkHashMapLSGet 500000 2441 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.170s 100
BenchmarkHashMapLSGet 500000 2445 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.093s 100
BenchmarkHashMapLSGet 500000 2465 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.156s 100
BenchmarkHashMapLSGet 500000 2438 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.143s 100
BenchmarkHashMapLSGet 500000 2518 ns/op 255 B/op 4 allocs/op ok command-line-arguments 2.191s 100
BenchmarkHashMapLSGet 500000 2433 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.108s 100
BenchmarkHashMapLSGet 500000 2442 ns/op 250 B/op 4 allocs/op ok command-line-arguments 2.133s 100
BenchmarkHashMapLSGet 500000 2400 ns/op 249 B/op 4 allocs/op ok command-line-arguments 2.112s 100
BenchmarkHashMapLSGet 500000 2414 ns/op 259 B/op 4 allocs/op ok command-line-arguments 2.108s 100
BenchmarkHashMapLSGet 500000 2416 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.130s 100
BenchmarkHashMapLSGet 500000 2493 ns/op 255 B/op 4 allocs/op ok command-line-arguments 2.148s 100
BenchmarkHashMapLSGet 500000 2368 ns/op 247 B/op 4 allocs/op ok command-line-arguments 2.129s 100
BenchmarkHashMapLSGet 500000 2353 ns/op 253 B/op 4 allocs/op ok command-line-arguments 2.087s 100
BenchmarkHashMapLSGet 500000 2404 ns/op 249 B/op 4 allocs/op ok command-line-arguments 2.124s 100
BenchmarkHashMapLSGet 500000 2507 ns/op 253 B/op 4 allocs/op ok command-line-arguments 2.166s 100
BenchmarkHashMapLSGet 500000 2499 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.158s 100
BenchmarkHashMapLSGet 500000 2505 ns/op 247 B/op 4 allocs/op ok command-line-arguments 2.169s 100
BenchmarkHashMapLSGet 500000 2515 ns/op 253 B/op 4 allocs/op ok command-line-arguments 2.192s 100
BenchmarkHashMapLSGet 500000 2578 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.221s 100
BenchmarkHashMapLSGet 500000 2486 ns/op 247 B/op 4 allocs/op ok command-line-arguments 2.180s 100
BenchmarkHashMapLSGet 500000 2588 ns/op 249 B/op 4 allocs/op ok command-line-arguments 2.254s 100
BenchmarkHashMapLSGet 500000 2474 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.185s 100
BenchmarkHashMapLSGet 500000 2463 ns/op 249 B/op 4 allocs/op ok command-line-arguments 2.151s 100
BenchmarkHashMapLSGet 500000 2456 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.178s 100
BenchmarkHashMapLSGet 500000 2481 ns/op 247 B/op 4 allocs/op ok command-line-arguments 2.142s 100
BenchmarkHashMapLSGet 500000 2463 ns/op 249 B/op 4 allocs/op ok command-line-arguments 2.166s 100
BenchmarkHashMapLSGet 500000 2505 ns/op 257 B/op 4 allocs/op ok command-line-arguments 2.159s 100
BenchmarkHashMapLSGet 500000 2475 ns/op 251 B/op 4 allocs/op ok command-line-arguments 2.182s 100
BenchmarkHashMapLSGet 500000 2574 ns/op 254 B/op 4 allocs/op ok command-line-arguments 2.235s 100
BenchmarkHashMapLSGet 500000 2491 ns/op 252 B/op 4 allocs/op ok command-line-arguments 2.195s 100
